38,F10.229,NULL,0,"Alcohol intoxication, With moderate or severe use disorder"
39,F10.929,NULL,0,"Alcohol intoxication, Without use disorder"
40,NULL,NULL,0,Alcohol use disorder
41,F10.10,305,0,"Alcohol use disorder, Mild"
42,F10.20,303.9,0,"Alcohol use disorder, Moderate"
43,F10.20,303.9,0,"Alcohol use disorder, Severe"
44,NULL,291.81,0,Alcohol withdrawal
45,F10.231,291,0,Alcohol withdrawal delirium
46,F10.232,NULL,0,"Alcohol withdrawal, With perceptual disturbances"
47,F10.239,NULL,0,"Alcohol withdrawal, Without perceptual disturbances"
48,NULL,291.89,0,Alcohol-induced anxiety disorder
49,F10.180,NULL,0,"Alcohol-induced anxiety disorder, With mild use disorder"
50,F10.280,NULL,0,"Alcohol-induced anxiety disorder, With moderate or severe use disorder"
51,F10.980,NULL,0,"Alcohol-induced anxiety disorder, Without use disorder"
52,NULL,291.89,0,Alcohol-induced bipolar and related disorder
53,F10.14,NULL,0,"Alcohol-induced bipolar and related disorder, With mild use disorder"
54,F10.24,NULL,0,"Alcohol-induced bipolar and related disorder, With moderate or severe use disorder"
55,F10.94,NULL,0,"Alcohol-induced bipolar and related disorder, Without use disorder"
56,NULL,291.89,0,Alcohol-induced depressive disorder
57,F10.14,NULL,0,"Alcohol-induced depressive disorder, With mild use disorder"
58,F10.24,NULL,0,"Alcohol-induced depressive disorder, With moderate or severe use disorder"
59,F10.94,NULL,0,"Alcohol-induced depressive disorder, Without use disorder"
60,NULL,291.1,0,"Alcohol-induced major neurocognitive disorder, Amnestic confabulatory type"
61,F10.26,NULL,0,"Alcohol-induced major neurocognitive disorder, Amnestic confabulatory type, With moderate or severe use disorder"
62,F10.96,NULL,0,"Alcohol-induced major neurocognitive disorder, Amnestic confabulatory type, Without use disorder"
63,NULL,291.2,0,"Alcohol-induced major neurocognitive disorder, Nonamnestic confabulatory type"
64,F10.27,NULL,0,"Alcohol-induced major neurocognitive disorder, Nonamnestic confabulatory type, With moderate or severe use disorder"
65,F10.97,NULL,0,"Alcohol-induced major neurocognitive disorder, Nonamnestic confabulatory type, Without use disorder"
66,NULL,291.89,0,Alcohol-induced mild neurocognitive disorder
67,F10.288,NULL,0,"Alcohol-induced mild neurocognitive disorder, With moderate or severe use disorder"
68,F10.988,NULL,0,"Alcohol-induced mild neurocognitive disorder, Without use disorder"
69,NULL,291.9,0,Alcohol-induced psychotic disorder
70,F10.159,NULL,0,"Alcohol-induced psychotic disorder, With mild use disorder"
71,F10.259,NULL,0,"Alcohol-induced psychotic disorder, With moderate or severe use disorder"
72,F10.959,NULL,0,"Alcohol-induced psychotic disorder, Without use disorder"
73,NULL,291.89,0,Alcohol-induced sexual dysfunction
74,F10.181,NULL,0,"Alcohol-induced sexual dysfunction, With mild use disorder"
75,F10.281,NULL,0,"Alcohol-induced sexual dysfunction, With moderate or severe use disorder"
76,F10.981,NULL,0,"Alcohol-induced sexual dysfunction, Without use disorder"
77,NULL,291.82,0,Alcohol-induced sleep disorder
78,F10.182,NULL,0,"Alcohol-induced sleep disorder, With mild use disorder"
79,F10.282,NULL,0,"Alcohol-induced sleep disorder, With moderate or severe use disorder"
80,F10.982,NULL,0,"Alcohol-induced sleep disorder, Without use disorder"
81,NULL,292.81,0,Amphetamine (or other stimulant) intoxication delirium
82,F15.121,NULL,0,"Amphetamine (or other stimulant) intoxication delirium, With mild use disorder"
83,F15.221,NULL,0,"Amphetamine (or other stimulant) intoxication delirium, With moderate or severe use disorder"
84,F15.921,NULL,0,"Amphetamine (or other stimulant) intoxication delirium, Without use disorder"
85,NULL,292.89,0,Amphetamine (or other stimulant)-induced anxiety disorder
86,F15.180,NULL,0,"Amphetamine (or other stimulant)-induced anxiety disorder, With mild use disorder"
87,F15.280,NULL,0,"Amphetamine (or other stimulant)-induced anxiety disorder, With moderate or severe use disorder"
88,F15.980,NULL,0,"Amphetamine (or other stimulant)-induced anxiety disorder, Without use disorder"
89,NULL,292.84,0,Amphetamine (or other stimulant)-induced bipolar and related disorder
90,F15.14,NULL,0,"Amphetamine (or other stimulant)-induced bipolar and related disorder, With mild use disorder"
91,F15.24,NULL,0,"Amphetamine (or other stimulant)-induced bipolar and related disorder, With moderate or severe use disorder"
92,F15.94,NULL,0,"Amphetamine (or other stimulant)-induced bipolar and related disorder, Without use disorder"
93,F15.921,NULL,0,Amphetamine (or other stimulant)-induced delirium
94,NULL,292.84,0,Amphetamine (or other stimulant)-induced depressive disorder
95,F15.14,NULL,0,"Amphetamine (or other stimulant)-induced depressive disorder, With mild use disorder"
96,F15.24,NULL,0,"Amphetamine (or other stimulant)-induced depressive disorder, With moderate or severe use disorder"
97,F15.94,NULL,0,"Amphetamine (or other stimulant)-induced depressive disorder, Without use disorder"
98,NULL,292.89,0,Amphetamine (or other stimulant)-induced obsessive-compulsive and related disorder
99,F15.188,NULL,0,"Amphetamine (or other stimulant)-induced obsessive-compulsive and related disorder, With mild use disorder"
100,F15.288,NULL,0,"Amphetamine (or other stimulant)-induced obsessive-compulsive and related disorder, With moderate or severe use disorder"
101,F15.988,NULL,0,"Amphetamine (or other stimulant)-induced obsessive-compulsive and related disorder, Without use disorder"
102,NULL,292.9,0,Amphetamine (or other stimulant)-induced psychotic disorder
103,F15.159,NULL,0,"Amphetamine (or other stimulant)-induced psychotic disorder, With mild use disorder"
104,F15.259,NULL,0,"Amphetamine (or other stimulant)-induced psychotic disorder, With moderate or severe use disorder"
105,F15.959,NULL,0,"Amphetamine (or other stimulant)-induced psychotic disorder, Without use disorder"
106,NULL,292.89,0,Amphetamine (or other stimulant)-induced sexual dysfunction
107,F15.181,NULL,0,"Amphetamine (or other stimulant)-induced sexual dysfunction, With mild use disorder"
108,F15.281,NULL,0,"Amphetamine (or other stimulant)-induced sexual dysfunction, With moderate or severe use disorder"
109,F15.981,NULL,0,"Amphetamine (or other stimulant)-induced sexual dysfunction, Without use disorder"
110,NULL,292.85,0,Amphetamine (or other stimulant)-induced sleep disorder
111,F15.182,NULL,0,"Amphetamine (or other stimulant)-induced sleep disorder, With mild use disorder"
112,F15.282,NULL,0,"Amphetamine (or other stimulant)-induced sleep disorder, With moderate or severe use disorder"
113,F15.982,NULL,0,"Amphetamine (or other stimulant)-induced sleep disorder, Without use disorder"
114,NULL,292.89,0,Amphetamine or other stimulant intoxication
115,NULL,NULL,0,"Amphetamine or other stimulant intoxication, With perceptual disturbances"
116,F15.122,NULL,0,"Amphetamine or other stimulant intoxication, With perceptual disturbances, With mild use disorder"
117,F15.222,NULL,0,"Amphetamine or other stimulant intoxication, With perceptual disturbances, With moderate or severe use disorder"
118,F15.922,NULL,0,"Amphetamine or other stimulant intoxication, With perceptual disturbances, Without use disorder"
119,NULL,NULL,0,"Amphetamine or other stimulant intoxication, Without perceptual disturbances"
120,F15.129,NULL,0,"Amphetamine or other stimulant intoxication, Without perceptual disturbances, With mild use disorder"
121,F15.229,NULL,0,"Amphetamine or other stimulant intoxication, Without perceptual disturbances, With moderate or severe use disorder"
122,F15.929,NULL,0,"Amphetamine or other stimulant intoxication, Without perceptual disturbances, Without use disorder"
123,F15.23,292,0,Amphetamine or other stimulant withdrawal
124,NULL,NULL,0,Amphetamine-type substance use disorder
125,F15.10,305.7,0,"Amphetamine-type substance use disorder, Mild"
126,F15.20,304.4,0,"Amphetamine-type substance use disorder, Moderate"
127,F15.20,304.4,0,"Amphetamine-type substance use disorder, Severe"
128,NULL,307.1,0,Anorexia nervosa
129,F50.02,NULL,0,"Anorexia nervosa, Binge-eating/purging type"
130,F50.01,NULL,0,"Anorexia nervosa, Restricting type"
131,NULL,NULL,0,Antidepressant discontinuation syndrome
132,T43.205A,995.29,0,"Antidepressant discontinuation syndrome, Initial encounter"
133,T43.205S,995.29,0,"Antidepressant discontinuation syndrome, Sequelae"
134,T43.205D,995.29,0,"Antidepressant discontinuation syndrome, Subsequent encounter"
135,F60.2,301.7,0,Antisocial personality disorder
136,F06.4,293.84,0,Anxiety disorder due to another medical condition
137,NULL,NULL,0,Attention-deficit/hyperactivity disorder
138,F90.2,314.01,0,"Attention-deficit/hyperactivity disorder, Combined presentation"
139,F90.1,314.01,0,"Attention-deficit/hyperactivity disorder, Predominantly hyperactive/impulsive presentation"
140,F90.0,314,0,"Attention-deficit/hyperactivity disorder, Predominantly inattentive presentation"
141,F84.0,299,0,Autism spectrum disorder
142,G47.419,347,0,"Autosomal dominant cerebellar ataxia, deafness, and narcolepsy"
143,G47.419,347,0,"Autosomal dominant narcolepsy, obesity, and type 2 diabetes"
144,F60.6,301.82,0,Avoidant personality disorder
145,F50.8,307.59,0,Avoidant/restrictive food intake disorder
146,F50.8,307.51,0,Binge-eating disorder
147,NULL,293.83,0,Bipolar and related disorder due to another medical condition
148,F06.33,NULL,0,"Bipolar and related disorder due to another medical condition, With manic features"
149,F06.33,NULL,0,"Bipolar and related disorder due to another medical condition, With manic- or hypomanic-like episodes"
150,F06.34,NULL,0,"Bipolar and related disorder due to another medical condition, With mixed features"
151,NULL,NULL,0,"Bipolar I disorder, Current or most recent episode depressed"
152,F31.76,296.56,0,"Bipolar I disorder, Current or most recent episode depressed, In full remission"
153,F31.75,296.55,0,"Bipolar I disorder, Current or most recent episode depressed, In partial remission"
154,F31.31,296.51,0,"Bipolar I disorder, Current or most recent episode depressed, Mild"
155,F31.32,296.52,0,"Bipolar I disorder, Current or most recent episode depressed, Moderate"
156,F31.4,296.53,0,"Bipolar I disorder, Current or most recent episode depressed, Severe"
157,F31.9,296.5,0,"Bipolar I disorder, Current or most recent episode depressed, Unspecified"
158,F31.5,296.54,0,"Bipolar I disorder, Current or most recent episode depressed, With psychotic features"
159,F31.0,296.4,0,"Bipolar I disorder, Current or most recent episode hypomanic"
160,F31.74,296.46,0,"Bipolar I disorder, Current or most recent episode hypomanic, In full remission"
161,F31.73,296.45,0,"Bipolar I disorder, Current or most recent episode hypomanic, In partial remission"
162,F31.9,296.4,0,"Bipolar I disorder, Current or most recent episode hypomanic, Unspecified"
163,NULL,NULL,0,"Bipolar I disorder, Current or most recent episode manic"
164,F31.74,296.46,0,"Bipolar I disorder, Current or most recent episode manic, In full remission"
165,F31.73,296.45,0,"Bipolar I disorder, Current or most recent episode manic, In partial remission"
166,F31.11,296.41,0,"Bipolar I disorder, Current or most recent episode manic, Mild"
167,F31.12,296.42,0,"Bipolar I disorder, Current or most recent episode manic, Moderate"
168,F31.13,296.43,0,"Bipolar I disorder, Current or most recent episode manic, Severe"
169,F31.9,296.4,0,"Bipolar I disorder, Current or most recent episode manic, Unspecified"
170,F31.2,296.44,0,"Bipolar I disorder, Current or most recent episode manic, With psychotic features"
171,F31.9,296.7,0,"Bipolar I disorder, Current or most recent episode unspecified"
172,F31.81,296.89,0,Bipolar II disorder
173,F45.22,300.7,0,Body dysmorphic disorder
174,R41.83,V62.89,0,Borderline intellectual functioning
175,F60.3,301.83,0,Borderline personality disorder
176,F23,298.8,0,Brief psychotic disorder
177,F50.2,307.51,0,Bulimia nervosa
178,F15.929,305.9,0,Caffeine intoxication
179,F15.93,292,0,Caffeine withdrawal
180,NULL,292.89,0,Caffeine-induced anxiety disorder
181,F15.180,NULL,0,"Caffeine-induced anxiety disorder, With mild use disorder"
182,F15.280,NULL,0,"Caffeine-induced anxiety disorder, With moderate or severe use disorder"
183,F15.980,NULL,0,"Caffeine-induced anxiety disorder, Without use disorder"
184,NULL,292.85,0,Caffeine-induced sleep disorder
185,F15.182,NULL,0,"Caffeine-induced sleep disorder, With mild use disorder"
186,F15.282,NULL,0,"Caffeine-induced sleep disorder, With moderate or severe use disorder"
187,F15.982,NULL,0,"Caffeine-induced sleep disorder, Without use disorder"
188,NULL,292.89,0,Cannabis intoxication
189,NULL,292.81,0,Cannabis intoxication delirium
190,F12.121,NULL,0,"Cannabis intoxication delirium, With mild use disorder"
191,F12.221,NULL,0,"Cannabis intoxication delirium, With moderate or severe use disorder"
192,F12.921,NULL,0,"Cannabis intoxication delirium, Without use disorder"
193,NULL,NULL,0,"Cannabis intoxication, With perceptual disturbances"
194,F12.122,NULL,0,"Cannabis intoxication, With perceptual disturbances, With mild use disorder"
195,F12.222,NULL,0,"Cannabis intoxication, With perceptual disturbances, With moderate or severe use disorder"
196,F12.922,NULL,0,"Cannabis intoxication, With perceptual disturbances, Without use disorder"
197,NULL,NULL,0,"Cannabis intoxication, Without perceptual disturbances"
198,F12.129,NULL,0,"Cannabis intoxication, Without perceptual disturbances, With mild use disorder"
199,F12.229,NULL,0,"Cannabis intoxication, Without perceptual disturbances, With moderate or severe use disorder"
200,F12.929,NULL,0,"Cannabis intoxication, Without perceptual disturbances, Without use disorder"
201,NULL,NULL,0,Cannabis use disorder
202,F12.10,305.2,0,"Cannabis use disorder, Mild"
203,F12.20,304.3,0,"Cannabis use disorder, Moderate"
204,F12.20,304.3,0,"Cannabis use disorder, Severe"
205,F12.288,292,0,Cannabis withdrawal
206,NULL,292.89,0,Cannabis-induced anxiety disorder
207,F12.180,NULL,0,"Cannabis-induced anxiety disorder, With mild use disorder"
208,F12.280,NULL,0,"Cannabis-induced anxiety disorder, With moderate or severe use disorder"
209,F12.980,NULL,0,"Cannabis-induced anxiety disorder, Without use disorder"
210,NULL,292.9,0,Cannabis-induced psychotic disorder
211,F12.159,NULL,0,"Cannabis-induced psychotic disorder, With mild use disorder"
212,F12.259,NULL,0,"Cannabis-induced psychotic disorder, With moderate or severe use disorder"
213,F12.959,NULL,0,"Cannabis-induced psychotic disorder, Without use disorder"
214,NULL,292.85,0,Cannabis-induced sleep disorder
215,F12.188,NULL,0,"Cannabis-induced sleep disorder, With mild use disorder"
216,F12.288,NULL,0,"Cannabis-induced sleep disorder, With moderate or severe use disorder"
217,F12.988,NULL,0,"Cannabis-induced sleep disorder, Without use disorder"
218,F06.1,293.89,0,Catatonia associated with another mental disorder (catatonia specifier)
219,F06.1,293.89,0,Catatonic disorder due to another medical condition
220,NULL,NULL,0,Central sleep apnea
221,G47.37,780.57,0,Central sleep apnea comorbid with opioid use
222,R06.3,786.04,0,Cheyne-Stokes breathing
223,Z62.898,V61.29,0,Child affected by parental relationship distress
224,NULL,NULL,0,"Child neglect, Confirmed"
225,T74.02XA,995.52,0,"Child neglect, Confirmed, Initial encounter"
226,T74.02XD,995.52,0,"Child neglect, Confirmed, Subsequent encounter"
227,NULL,NULL,0,"Child neglect, Suspected"
228,T76.02XA,995.52,0,"Child neglect, Suspected, Initial encounter"
229,T76.02XD,995.52,0,"Child neglect, Suspected, Subsequent encounter"
230,Z72.810,V71.02,0,Child or adolescent antisocial behavior
231,NULL,NULL,0,"Child physical abuse, Confirmed"
232,T74.12XA,995.54,0,"Child physical abuse, Confirmed, Initial encounter"
233,T74.12XD,995.54,0,"Child physical abuse, Confirmed, Subsequent encounter"
234,NULL,NULL,0,"Child physical abuse, Suspected"
235,T76.12XA,995.54,0,"Child physical abuse, Suspected, Initial encounter"
236,T76.12XD,995.54,0,"Child physical abuse, Suspected, Subsequent encounter"
237,NULL,NULL,0,"Child psychological abuse, Confirmed"
238,T74.32XA,995.51,0,"Child psychological abuse, Confirmed, Initial encounter"
239,T74.32XD,995.51,0,"Child psychological abuse, Confirmed, Subsequent encounter"
240,NULL,NULL,0,"Child psychological abuse, Suspected"
241,T76.32XA,995.51,0,"Child psychological abuse, Suspected, Initial encounter"
242,T76.32XD,995.51,0,"Child psychological abuse, Suspected, Subsequent encounter"
243,NULL,NULL,0,"Child sexual abuse, Confirmed"
244,T74.22XA,995.53,0,"Child sexual abuse, Confirmed, Initial encounter"
245,T74.22XD,995.53,0,"Child sexual abuse, Confirmed, Subsequent encounter"
246,NULL,NULL,0,"Child sexual abuse, Suspected"
247,T76.22XA,995.53,0,"Child sexual abuse, Suspected, Initial encounter"
248,T76.22XD,995.53,0,"Child sexual abuse, Suspected, Subsequent encounter"
249,F80.81,315.35,0,Childhood-onset fluency disorder (stuttering)
250,NULL,NULL,0,Circadian rhythm sleep-wake disorders
251,G47.22,307.45,0,"Circadian rhythm sleep-wake disorders, Advanced sleep phase type"
252,G47.21,307.45,0,"Circadian rhythm sleep-wake disorders, Delayed sleep phase type"
253,G47.23,307.45,0,"Circadian rhythm sleep-wake disorders, Irregular sleep-wake type"
254,G47.24,307.45,0,"Circadian rhythm sleep-wake disorders, Non-24-hour sleep-wake type"
255,G47.26,307.45,0,"Circadian rhythm sleep-wake disorders, Shift work type"
256,G47.20,307.45,0,"Circadian rhythm sleep-wake disorders, Unspecified type"
257,NULL,292.89,0,Cocaine intoxication
258,NULL,292.81,0,Cocaine intoxication delirium
259,F14.121,NULL,0,"Cocaine intoxication delirium, With mild use disorder"
260,F14.221,NULL,0,"Cocaine intoxication delirium, With moderate or severe use disorder"
261,F14.921,NULL,0,"Cocaine intoxication delirium, Without use disorder"
262,NULL,NULL,0,"Cocaine intoxication, With perceptual disturbances"
263,F14.122,NULL,0,"Cocaine intoxication, With perceptual disturbances, With mild use disorder"
264,F14.222,NULL,0,"Cocaine intoxication, With perceptual disturbances, With moderate or severe use disorder"
265,F14.922,NULL,0,"Cocaine intoxication, With perceptual disturbances, Without use disorder"
266,NULL,NULL,0,"Cocaine intoxication, Without perceptual disturbances"
267,F14.129,NULL,0,"Cocaine intoxication, Without perceptual disturbances, With mild use disorder"
268,F14.229,NULL,0,"Cocaine intoxication, Without perceptual disturbances, With moderate or severe use disorder"
269,F14.929,NULL,0,"Cocaine intoxication, Without perceptual disturbances, Without use disorder"
270,NULL,NULL,0,Cocaine use disorder
271,F14.10,305.6,0,"Cocaine use disorder, Mild"
272,F14.20,304.2,0,"Cocaine use disorder, Moderate"
273,F14.20,304.2,0,"Cocaine use disorder, Severe"
274,F14.23,292,0,Cocaine withdrawal
275,NULL,292.89,0,Cocaine-induced anxiety disorder
276,F14.180,NULL,0,"Cocaine-induced anxiety disorder, With mild use disorder"
277,F14.280,NULL,0,"Cocaine-induced anxiety disorder, With moderate or severe use disorder"
278,F14.980,NULL,0,"Cocaine-induced anxiety disorder, Without use disorder"
279,NULL,292.84,0,Cocaine-induced bipolar and related disorder
280,F14.14,NULL,0,"Cocaine-induced bipolar and related disorder, With mild use disorder"
281,F14.24,NULL,0,"Cocaine-induced bipolar and related disorder, With moderate or severe use disorder"
282,F14.94,NULL,0,"Cocaine-induced bipolar and related disorder, Without use disorder"
283,NULL,292.84,0,Cocaine-induced depressive disorder
284,F14.14,NULL,0,"Cocaine-induced depressive disorder, With mild use disorder"
285,F14.24,NULL,0,"Cocaine-induced depressive disorder, With moderate or severe use disorder"
286,F14.94,NULL,0,"Cocaine-induced depressive disorder, Without use disorder"
287,NULL,292.89,0,Cocaine-induced obsessive-compulsive and related disorder
288,F14.188,NULL,0,"Cocaine-induced obsessive-compulsive and related disorder, With mild use disorder"
289,F14.288,NULL,0,"Cocaine-induced obsessive-compulsive and related disorder, With moderate or severe use disorder"
290,F14.988,NULL,0,"Cocaine-induced obsessive-compulsive and related disorder, Without use disorder"
291,NULL,292.9,0,Cocaine-induced psychotic disorder
292,F14.159,NULL,0,"Cocaine-induced psychotic disorder, With mild use disorder"
293,F14.259,NULL,0,"Cocaine-induced psychotic disorder, With moderate or severe use disorder"
294,F14.959,NULL,0,"Cocaine-induced psychotic disorder, Without use disorder"
295,NULL,292.89,0,Cocaine-induced sexual dysfunction
296,F14.181,NULL,0,"Cocaine-induced sexual dysfunction, With mild use disorder"
297,F14.281,NULL,0,"Cocaine-induced sexual dysfunction, With moderate or severe use disorder"
298,F14.981,NULL,0,"Cocaine-induced sexual dysfunction, Without use disorder"
299,NULL,292.85,0,Cocaine-induced sleep disorder
300,F14.182,NULL,0,"Cocaine-induced sleep disorder, With mild use disorder"
301,F14.282,NULL,0,"Cocaine-induced sleep disorder, With moderate or severe use disorder"
302,F14.982,NULL,0,"Cocaine-induced sleep disorder, Without use disorder"
303,G47.36,327.26,0,Comorbid sleep-related hypoventilation
304,NULL,NULL,0,Conduct disorder
305,F91.2,312.82,0,"Conduct disorder, Adolescent-onset type"
306,F91.1,312.81,0,"Conduct disorder, Childhood-onset type"
307,F91.9,312.89,0,"Conduct disorder, Unspecified onset"
308,G47.35,327.25,0,Congenital central alveolar hypoventilation
309,NULL,300.11,0,Conversion disorder (functional neurological symptom disorder)
310,F44.4,NULL,0,"Conversion disorder (functional neurological symptom disorder), With abnormal movement"
311,F44.6,NULL,0,"Conversion disorder (functional neurological symptom disorder), With anesthesia or sensory loss"
312,F44.5,NULL,0,"Conversion disorder (functional neurological symptom disorder), With attacks or seizures"
313,F44.7,NULL,0,"Conversion disorder (functional neurological symptom disorder), With mixed symptoms"
314,F44.6,NULL,0,"Conversion disorder (functional neurological symptom disorder), With special sensory symptoms"
315,F44.4,NULL,0,"Conversion disorder (functional neurological symptom disorder), With speech symptoms"
316,F44.4,NULL,0,"Conversion disorder (functional neurological symptom disorder), With swallowing symptoms"
317,F44.4,NULL,0,"Conversion disorder (functional neurological symptom disorder), With weakness/paralysis"
318,Z65.0,V62.5,0,Conviction in civil or criminal proceedings without imprisonment
319,F34.0,301.13,0,Cyclothymic disorder
320,F52.32,302.74,0,Delayed ejaculation
321,NULL,NULL,0,Delirium
322,F05,293,0,Delirium due to another medical condition
323,F05,293,0,Delirium due to multiple etiologies
324,F22,297.1,0,Delusional disorder
325,F60.7,301.6,0,Dependent personality disorder
326,F48.1,300.6,0,Depersonalization/derealization disorder
327,NULL,293.83,0,Depressive disorder due to another medical condition
328,F06.31,NULL,0,"Depressive disorder due to another medical condition, With depressive features"
329,F06.32,NULL,0,"Depressive disorder due to another medical condition, With major depressive-like episode"
330,F06.34,NULL,0,"Depressive disorder due to another medical condition, With mixed features"
331,F82,315.4,0,Developmental coordination disorder
332,Z59.2,V60.89,0,"Discord with neighbor, lodger, or landlord"
333,Z64.4,V62.89,0,"Discord with social service provider, including probation officer, case manager, or social services worker"
334,F94.2,313.89,0,Disinhibited social engagement disorder
335,Z63.5,V61.03,0,Disruption of family by separation or divorce
336,F34.8,296.99,0,Disruptive mood dysregulation disorder
337,F44.0,300.12,0,Dissociative amnesia
338,F44.1,300.13,0,"Dissociative amnesia, with dissociative fugue"
339,F44.81,300.14,0,Dissociative identity disorder
340,F98.1,307.7,0,Encopresis
341,F98.0,307.6,0,Enuresis
342,F52.21,302.72,0,Erectile disorder
343,L98.1,698.4,0,Excoriation (skin-picking) disorder
344,F65.2,302.4,0,Exhibitionistic disorder
345,Z65.5,V62.22,0,"Exposure to disaster, war, or other hostilities"
346,Z59.5,V60.2,0,Extreme poverty
347,F68.10,300.19,0,Factitious disorder
348,F52.31,302.73,0,Female orgasmic disorder
349,F52.22,302.72,0,Female sexual interest/arousal disorder
350,F65.0,302.81,0,Fetishistic disorder
351,F65.81,302.89,0,Frotteuristic disorder
352,F63.0,312.31,1,Gambling disorder
353,F64.1,302.85,0,Gender dysphoria in adolescents and adults
354,F64.2,302.6,0,Gender dysphoria in children
355,F41.1,300.02,0,Generalized anxiety disorder
356,F52.6,302.76,0,Genito-pelvic pain/penetration disorder
357,F88,315.8,0,Global developmental delay
358,F16.983,292.89,0,Hallucinogen persisting perception disorder
359,Z63.8,V61.8,0,High expressed emotion level within family
360,F60.4,301.5,0,Histrionic personality disorder
361,F42,300.3,0,Hoarding disorder
362,Z59.0,V60.0,0,Homelessness
363,G47.10,780.54,0,Hypersomnolence disorder
364,G47.31,327.21,0,Idiopathic central sleep apnea
365,G47.34,327.24,0,Idiopathic hypoventilation
366,F45.21,300.7,0,Illness anxiety disorder
367,Z65.1,V62.5,0,Imprisonment or other incarceration
368,Z59.1,V60.1,0,Inadequate housing
369,NULL,292.89,0,Inhalant intoxication
370,NULL,292.81,0,Inhalant intoxication delirium
371,F18.121,NULL,0,"Inhalant intoxication delirium, With mild use disorder"
372,F18.221,NULL,0,"Inhalant intoxication delirium, With moderate or severe use disorder"
373,F18.921,NULL,0,"Inhalant intoxication delirium, Without use disorder"
374,F18.129,NULL,0,"Inhalant intoxication, With mild use disorder"
375,F18.229,NULL,0,"Inhalant intoxication, With moderate or severe use disorder"
376,F18.929,NULL,0,"Inhalant intoxication, Without use disorder"
377,NULL,NULL,0,Inhalant use disorder
378,F18.10,305.9,0,"Inhalant use disorder, Mild"
379,F18.20,304.6,0,"Inhalant use disorder, Moderate"
380,F18.20,304.6,0,"Inhalant use disorder, Severe"
381,NULL,292.89,0,Inhalant-induced anxiety disorder
382,F18.180,NULL,0,"Inhalant-induced anxiety disorder, With mild use disorder"
383,F18.280,NULL,0,"Inhalant-induced anxiety disorder, With moderate or severe use disorder"
384,F18.980,NULL,0,"Inhalant-induced anxiety disorder, Without use disorder"
385,NULL,292.84,0,Inhalant-induced depressive disorder
386,F18.14,NULL,0,"Inhalant-induced depressive disorder, With mild use disorder"
387,F18.24,NULL,0,"Inhalant-induced depressive disorder, With moderate or severe use disorder"
388,F18.94,NULL,0,"Inhalant-induced depressive disorder, Without use disorder"
